kind,srg_name,owner,descriptor,hint_vanilla_name,MITE_candidates_same_desc,called_by
field,field_70726_aT,net/minecraft/entity/player/EntityPlayerMP,F,,net/minecraft/entity/player/EntityPlayerMP::lastHealth | net/minecraft/entity/player/EntityPlayerMP::vision_dimming_on_client | net/minecraft/entity/player/EntityPlayer::prevCameraYaw | net/minecraft/entity/player/EntityPlayer::cameraYaw | net/minecraft/entity/player/EntityPlayer::speedOnGround | net/minecraft/entity/player/EntityPlayer::speedInAir | net/minecraft/entity/player/EntityPlayer::vision_dimming | net/minecraft/entity/player/EntityPlayer::y_offset_on_client_and_eye_height_on_server | net/minecraft/entity/EntityLivingBase::prevHealth | net/minecraft/entity/EntityLivingBase::attackedAtYaw | net/minecraft/entity/EntityLivingBase::prevSwingProgress | net/minecraft/entity/EntityLivingBase::swingProgress | net/minecraft/entity/EntityLivingBase::prevLimbSwingAmount | net/minecraft/entity/EntityLivingBase::limbSwingAmount | net/minecraft/entity/EntityLivingBase::limbSwing | net/minecraft/entity/EntityLivingBase::prevCameraPitch | net/minecraft/entity/EntityLivingBase::cameraPitch | net/minecraft/entity/EntityLivingBase::renderYawOffset | net/minecraft/entity/EntityLivingBase::prevRenderYawOffset | net/minecraft/entity/EntityLivingBase::rotationYawHead | net/minecraft/entity/EntityLivingBase::prevRotationYawHead | net/minecraft/entity/EntityLivingBase::jumpMovementFactor | net/minecraft/entity/EntityLivingBase::lastDamage | net/minecraft/entity/EntityLivingBase::moveStrafing | net/minecraft/entity/EntityLivingBase::moveForward | net/minecraft/entity/EntityLivingBase::randomYawVelocity | net/minecraft/entity/EntityLivingBase::landMovementFactor | net/minecraft/entity/Entity::rotationYaw | net/minecraft/entity/Entity::rotationPitch | net/minecraft/entity/Entity::prevRotationYaw | net/minecraft/entity/Entity::prevRotationPitch | net/minecraft/entity/Entity::yOffset | net/minecraft/entity/Entity::width | net/minecraft/entity/Entity::height | net/minecraft/entity/Entity::prevDistanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedOnStepModified | net/minecraft/entity/Entity::fallDistance | net/minecraft/entity/Entity::ySize | net/minecraft/entity/Entity::stepHeight | net/minecraft/entity/Entity::entityCollisionReduction,com/sk89q/worldedit/forge/ForgePlayer
field,field_71092_bJ,net/minecraft/entity/player/EntityPlayerMP,Ljava/lang/String;,,net/minecraft/entity/player/EntityPlayerMP::translator | net/minecraft/entity/player/EntityPlayer::username | net/minecraft/entity/EntityLivingBase::last_harming_entity_unique_id_string,"com/sk89q/worldedit/forge/ForgePlayer, com/sk89q/worldedit/forge/ForgeUtil"
field,field_71109_bG,net/minecraft/entity/player/EntityPlayerMP,F,,net/minecraft/entity/player/EntityPlayerMP::lastHealth | net/minecraft/entity/player/EntityPlayerMP::vision_dimming_on_client | net/minecraft/entity/player/EntityPlayer::prevCameraYaw | net/minecraft/entity/player/EntityPlayer::cameraYaw | net/minecraft/entity/player/EntityPlayer::speedOnGround | net/minecraft/entity/player/EntityPlayer::speedInAir | net/minecraft/entity/player/EntityPlayer::vision_dimming | net/minecraft/entity/player/EntityPlayer::y_offset_on_client_and_eye_height_on_server | net/minecraft/entity/EntityLivingBase::prevHealth | net/minecraft/entity/EntityLivingBase::attackedAtYaw | net/minecraft/entity/EntityLivingBase::prevSwingProgress | net/minecraft/entity/EntityLivingBase::swingProgress | net/minecraft/entity/EntityLivingBase::prevLimbSwingAmount | net/minecraft/entity/EntityLivingBase::limbSwingAmount | net/minecraft/entity/EntityLivingBase::limbSwing | net/minecraft/entity/EntityLivingBase::prevCameraPitch | net/minecraft/entity/EntityLivingBase::cameraPitch | net/minecraft/entity/EntityLivingBase::renderYawOffset | net/minecraft/entity/EntityLivingBase::prevRenderYawOffset | net/minecraft/entity/EntityLivingBase::rotationYawHead | net/minecraft/entity/EntityLivingBase::prevRotationYawHead | net/minecraft/entity/EntityLivingBase::jumpMovementFactor | net/minecraft/entity/EntityLivingBase::lastDamage | net/minecraft/entity/EntityLivingBase::moveStrafing | net/minecraft/entity/EntityLivingBase::moveForward | net/minecraft/entity/EntityLivingBase::randomYawVelocity | net/minecraft/entity/EntityLivingBase::landMovementFactor | net/minecraft/entity/Entity::rotationYaw | net/minecraft/entity/Entity::rotationPitch | net/minecraft/entity/Entity::prevRotationYaw | net/minecraft/entity/Entity::prevRotationPitch | net/minecraft/entity/Entity::yOffset | net/minecraft/entity/Entity::width | net/minecraft/entity/Entity::height | net/minecraft/entity/Entity::prevDistanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedOnStepModified | net/minecraft/entity/Entity::fallDistance | net/minecraft/entity/Entity::ySize | net/minecraft/entity/Entity::stepHeight | net/minecraft/entity/Entity::entityCollisionReduction,com/sk89q/worldedit/forge/ForgePlayer
field,field_72448_b,net/minecraft/util/Vec3,D,,net/minecraft/util/Vec3::xCoord | net/minecraft/util/Vec3::yCoord | net/minecraft/util/Vec3::zCoord,com/sk89q/worldedit/forge/ForgeAdapter
field,field_72449_c,net/minecraft/util/Vec3,D,,net/minecraft/util/Vec3::xCoord | net/minecraft/util/Vec3::yCoord | net/minecraft/util/Vec3::zCoord,com/sk89q/worldedit/forge/ForgeAdapter
field,field_72450_a,net/minecraft/util/Vec3,D,,net/minecraft/util/Vec3::xCoord | net/minecraft/util/Vec3::yCoord | net/minecraft/util/Vec3::zCoord,com/sk89q/worldedit/forge/ForgeAdapter
field,field_72995_K,net/minecraft/world/World,Z,,net/minecraft/world/World::scheduledUpdatesAreImmediate | net/minecraft/world/World::findingSpawnPoint | net/minecraft/world/World::scanningTileEntities | net/minecraft/world/World::spawnHostileMobs | net/minecraft/world/World::spawnPeacefulMobs | net/minecraft/world/World::isRemote | net/minecraft/world/World::decorating | net/minecraft/world/World::ignore_rain_and_thunder_for_next_BLV | net/minecraft/world/World::is_overworld | net/minecraft/world/World::is_underworld | net/minecraft/world/World::is_nether | net/minecraft/world/World::is_the_end | net/minecraft/world/World::has_skylight | net/minecraft/world/World::is_precipitating | net/minecraft/world/World::is_storming | net/minecraft/world/World::is_harvest_moon_24_hour_period | net/minecraft/world/World::is_harvest_moon_day | net/minecraft/world/World::is_harvest_moon_night | net/minecraft/world/World::is_blood_moon_24_hour_period | net/minecraft/world/World::is_blood_moon_day | net/minecraft/world/World::is_blood_moon_night | net/minecraft/world/World::is_blue_moon_24_hour_period | net/minecraft/world/World::is_blue_moon_day | net/minecraft/world/World::is_blue_moon_night | net/minecraft/world/World::is_moon_dog_24_hour_period | net/minecraft/world/World::is_moon_dog_day | net/minecraft/world/World::is_moon_dog_night,com/sk89q/worldedit/forge/ForgeWorldEdit
field,field_74751_a,net/minecraft/nbt/NBTTagString,Ljava/lang/String;,,net/minecraft/nbt/NBTTagString::data | net/minecraft/nbt/NBTBase::name,com/sk89q/worldedit/forge/NBTConverter
field,field_74756_a,net/minecraft/nbt/NBTTagByte,B,,net/minecraft/nbt/NBTTagByte::data | net/minecraft/nbt/NBTBase::id,com/sk89q/worldedit/forge/NBTConverter
field,field_75625_b,net/minecraft/entity/EntityList,Ljava/util/Map;,,net/minecraft/entity/EntityList::stringToClassMapping | net/minecraft/entity/EntityList::classToStringMapping | net/minecraft/entity/EntityList::IDtoClassMapping | net/minecraft/entity/EntityList::classToIDMapping | net/minecraft/entity/EntityList::stringToIDMapping,com/sk89q/worldedit/forge/ForgePlatform
field,field_76636_d,net/minecraft/world/chunk/Chunk,Z,,net/minecraft/world/chunk/Chunk::isLit | net/minecraft/world/chunk/Chunk::isChunkLoaded | net/minecraft/world/chunk/Chunk::isGapLightingUpdated | net/minecraft/world/chunk/Chunk::isTerrainPopulated | net/minecraft/world/chunk/Chunk::isModified | net/minecraft/world/chunk/Chunk::sendUpdates | net/minecraft/world/chunk/Chunk::should_be_saved_once_time_forwarding_is_completed | net/minecraft/world/chunk/Chunk::is_empty | net/minecraft/world/chunk/Chunk::invalidate_checksum | net/minecraft/world/chunk/Chunk::has_had_lighting_checked | net/minecraft/world/chunk/Chunk::has_initial_heightmap_been_generated | net/minecraft/world/chunk/Chunk::has_initial_skymap_been_generated | net/minecraft/world/chunk/Chunk::has_skylight | net/minecraft/world/chunk/Chunk::is_within_block_domain | net/minecraft/world/chunk/Chunk::had_naturally_occurring_mycelium,com/sk89q/worldedit/forge/ForgeWorld
field,field_76756_M,net/minecraft/world/biome/BiomeGenBase,I,,net/minecraft/world/biome/BiomeGenBase::color | net/minecraft/world/biome/BiomeGenBase::waterColorMultiplier | net/minecraft/world/biome/BiomeGenBase::biomeID,"com/sk89q/worldedit/forge/ForgeBiomeRegistry, com/sk89q/worldedit/forge/ForgeWorld"
field,field_77331_b,net/minecraft/enchantment/Enchantment,[Lnet/minecraft/enchantment/Enchantment;,,net/minecraft/enchantment/Enchantment::enchantmentsList | net/minecraft/enchantment/Enchantment::enchantmentsBookList,com/sk89q/worldedit/forge/ForgeUtil
field,field_77779_bT,net/minecraft/item/Item,I,,net/minecraft/item/Item::itemID | net/minecraft/item/Item::maxStackSize | net/minecraft/item/Item::maxDamage | net/minecraft/item/Item::num_subtypes | net/minecraft/item/Item::MIN_SIMILARITY | net/minecraft/item/Item::MAX_SIMILARITY | net/minecraft/item/Item::xp_reward | net/minecraft/item/Item::satiation | net/minecraft/item/Item::nutrition | net/minecraft/item/Item::sugar_content | net/minecraft/item/Item::num_recipes,com/sk89q/worldedit/forge/ForgePlatform
field,field_77993_c,net/minecraft/item/ItemStack,I,,net/minecraft/item/ItemStack::stackSize | net/minecraft/item/ItemStack::animationsToGo | net/minecraft/item/ItemStack::itemID | net/minecraft/item/ItemStack::subtype | net/minecraft/item/ItemStack::damage,com/sk89q/worldedit/forge/ForgePlayer
